Item Code,Location,Channel,Month,SARIMA forecast,Exponential Smoothing forecast,Best Fit Model,Best Fit Forecast,First Forecast Month,Override
21150,Amazon FBA,Amazon,31-05-2024,0.73,1.84,Sarima,0.73,31-05-2024,
21150,Amazon FBA,Amazon,30-06-2024,0.97,1.84,Sarima,0.97,31-05-2024,
21150,Amazon FBA,Amazon,31-07-2024,0.97,1.84,Sarima,0.97,31-05-2024,
21150,Amazon FBA,Amazon,31-08-2024,1.06,1.84,Sarima,1.06,31-05-2024,
21150,Amazon FBA,Amazon,30-09-2024,1.06,1.84,Sarima,1.06,31-05-2024,
21150,Amazon FBA,Amazon,31-10-2024,1.06,1.84,Sarima,1.06,31-05-2024,
21150,Amazon FBA,Amazon,30-11-2024,1.09,1.84,Sarima,1.09,31-05-2024,
21150,Amazon FBA,Amazon,31-12-2024,1.12,1.84,Sarima,1.12,31-05-2024,
21150,Amazon FBA,Amazon,31-01-2025,1.09,1.84,Sarima,1.09,31-05-2024,
21150,Amazon FBA,Amazon,28-02-2025,1.15,1.84,Sarima,1.15,31-05-2024,
21150,Amazon FBA,Amazon,31-03-2025,1.21,1.84,Sarima,1.21,31-05-2024,
21150,Amazon FBA,Amazon,30-04-2025,1.21,1.84,Sarima,1.21,31-05-2024,
21150,Amazon FBA,Amazon,31-05-2025,1.22,1.84,Sarima,1.22,31-05-2024,
21150,Amazon FBA,Amazon,30-06-2025,1.21,1.84,Sarima,1.21,31-05-2024,
21150,Amazon FBA,Amazon,31-07-2025,1.21,1.84,Sarima,1.21,31-05-2024,
21150,Amazon FBA,Amazon,31-08-2025,1.21,1.84,Sarima,1.21,31-05-2024,
21150,Amazon FBA,Amazon,30-09-2025,1.21,1.84,Sarima,1.21,31-05-2024,
21150,Amazon FBA,Amazon,31-10-2025,1.21,1.84,Sarima,1.21,31-05-2024,
21150,Aramax Bangalore,Amazon,31-05-2024,6.94,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,30-06-2024,7.87,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-07-2024,7.87,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-08-2024,8.26,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,30-09-2024,8.26,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-10-2024,8.26,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,30-11-2024,8.53,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-12-2024,8.6,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-01-2025,8.46,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,28-02-2025,8.6,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-03-2025,8.4,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,30-04-2025,8.4,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-05-2025,8.47,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,30-06-2025,8.41,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-07-2025,8.41,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-08-2025,8.38,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,30-09-2025,8.38,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Aramax Bangalore,Amazon,31-10-2025,8.38,7.44,Exponential Smoothing,7.44,31-05-2024,
21150,Bhiwandi,Amazon,31-05-2024,7.92,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,30-06-2024,8.8,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-07-2024,8.8,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-08-2024,9.2,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,30-09-2024,9.27,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-10-2024,9.2,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,30-11-2024,9.47,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-12-2024,9.54,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-01-2025,9.41,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,28-02-2025,9.47,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-03-2025,9.27,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,30-04-2025,9.27,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-05-2025,9.34,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,30-06-2025,9.28,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-07-2025,9.28,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-08-2025,9.26,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,30-09-2025,9.25,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Amazon,31-10-2025,9.26,8.25,Exponential Smoothing,8.25,31-05-2024,
21150,Bhiwandi,Myntra,31-05-2024,0.05,3.28,Exponential Smoothing,3.28,31-05-2024,
21150,Bhiwandi,Myntra,30-06-2024,0.58,6.92,Exponential Smoothing,6.92,31-05-2024,
21150,Bhiwandi,Myntra,31-07-2024,0.19,6.15,Exponential Smoothing,6.15,31-05-2024,
21150,Bhiwandi,Myntra,31-08-2024,0.1,3,Exponential Smoothing,3,31-05-2024,
21150,Bhiwandi,Myntra,30-09-2024,0,2.17,Exponential Smoothing,2.17,31-05-2024,
21150,Bhiwandi,Myntra,31-10-2024,0.05,2.9,Exponential Smoothing,2.9,31-05-2024,
21150,Bhiwandi,Myntra,30-11-2024,0.1,1.93,Exponential Smoothing,1.93,31-05-2024,
21150,Bhiwandi,Myntra,31-12-2024,0.24,3.29,Exponential Smoothing,3.29,31-05-2024,
21150,Bhiwandi,Myntra,31-01-2025,0.15,2.16,Exponential Smoothing,2.16,31-05-2024,
21150,Bhiwandi,Myntra,28-02-2025,0.05,1.16,Exponential Smoothing,1.16,31-05-2024,
21150,Bhiwandi,Myntra,31-03-2025,0.15,2,Exponential Smoothing,2,31-05-2024,
21150,Bhiwandi,Myntra,30-04-2025,0,1.58,Exponential Smoothing,1.58,31-05-2024,
21150,Bhiwandi,Myntra,31-05-2025,0,3.28,Exponential Smoothing,3.28,31-05-2024,
21150,Bhiwandi,Myntra,30-06-2025,0.03,6.92,Exponential Smoothing,6.92,31-05-2024,
21150,Bhiwandi,Myntra,31-07-2025,0.01,6.15,Exponential Smoothing,6.15,31-05-2024,
21150,Bhiwandi,Myntra,31-08-2025,0,3,Exponential Smoothing,3,31-05-2024,
21150,Bhiwandi,Myntra,30-09-2025,0,2.17,Exponential Smoothing,2.17,31-05-2024,
21150,Bhiwandi,Myntra,31-10-2025,0,2.9,Exponential Smoothing,2.9,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-05-2024,2.13,2.49,Exponential Smoothing,2.49,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,30-06-2024,3.06,5.07,Exponential Smoothing,5.07,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-07-2024,2.4,4.7,Exponential Smoothing,4.7,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-08-2024,2.13,2.16,Exponential Smoothing,2.16,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,30-09-2024,2,1.51,Exponential Smoothing,1.51,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-10-2024,2.13,2.16,Exponential Smoothing,2.16,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,30-11-2024,2.26,1.56,Exponential Smoothing,1.56,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-12-2024,2.53,2.74,Exponential Smoothing,2.74,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-01-2025,2.4,1.71,Exponential Smoothing,1.71,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,28-02-2025,2,0.52,Exponential Smoothing,0.52,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-03-2025,2,1.06,Exponential Smoothing,1.06,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,30-04-2025,2.26,1.19,Exponential Smoothing,1.19,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-05-2025,2.28,2.49,Exponential Smoothing,2.49,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,30-06-2025,2.4,5.07,Exponential Smoothing,5.07,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-07-2025,2.32,4.7,Exponential Smoothing,4.7,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-08-2025,2.28,2.16,Exponential Smoothing,2.16,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,30-09-2025,2.26,1.51,Exponential Smoothing,1.51,31-05-2024,
21150,Myntra SJIT - Bangalore,Myntra,31-10-2025,2.28,2.16,Exponential Smoothing,2.16,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-05-2024,0.32,1.24,Sarima,0.32,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,30-06-2024,1.27,2.68,Sarima,1.27,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-07-2024,0.63,2.39,Sarima,0.63,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-08-2024,0.32,1.17,Sarima,0.32,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,30-09-2024,0,0.7,Sarima,0,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-10-2024,0.32,1.2,Sarima,0.32,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,30-11-2024,0.32,1.08,Sarima,0.32,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-12-2024,0.63,1.64,Sarima,0.63,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-01-2025,0.63,1.21,Sarima,0.63,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,28-02-2025,0,0.14,Sarima,0,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-03-2025,0.32,0.91,Sarima,0.32,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,30-04-2025,0,0.58,Sarima,0,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-05-2025,0.1,1.24,Sarima,0.1,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,30-06-2025,0.4,2.68,Sarima,0.4,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-07-2025,0.2,2.39,Sarima,0.2,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-08-2025,0.1,1.17,Sarima,0.1,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,30-09-2025,0,0.7,Sarima,0,31-05-2024,
21150,Myntra SJIT - Mumbai,Myntra,31-10-2025,0.1,1.2,Sarima,0.1,31-05-2024,
21351,Amazon FBA,Amazon,31-05-2024,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,30-06-2024,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-07-2024,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-08-2024,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,30-09-2024,0.22,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-10-2024,1.33,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,30-11-2024,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-12-2024,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-01-2025,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,28-02-2025,0,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-03-2025,0.22,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,30-04-2025,2,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-05-2025,2.54,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,30-06-2025,2.44,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-07-2025,2.59,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-08-2025,2.44,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,30-09-2025,1.95,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Amazon FBA,Amazon,31-10-2025,1.7,5.31,Exponential Smoothing,5.31,31-05-2024,
21351,Aramax Bangalore,Amazon,31-05-2024,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,30-06-2024,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-07-2024,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-08-2024,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,30-09-2024,0.41,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-10-2024,2.23,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,30-11-2024,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-12-2024,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-01-2025,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,28-02-2025,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-03-2025,0,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,30-04-2025,3.05,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-05-2025,3.75,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,30-06-2025,3.66,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-07-2025,3.87,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-08-2025,3.66,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,30-09-2025,2.96,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Aramax Bangalore,Amazon,31-10-2025,2.59,11.36,Exponential Smoothing,11.36,31-05-2024,
21351,Bhiwandi,Amazon,31-05-2024,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,30-06-2024,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-07-2024,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-08-2024,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,30-09-2024,0.45,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-10-2024,2.25,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,30-11-2024,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-12-2024,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-01-2025,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,28-02-2025,0,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-03-2025,0.23,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,30-04-2025,3.15,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-05-2025,4.01,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,30-06-2025,3.96,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-07-2025,4.22,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-08-2025,3.91,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,30-09-2025,3.05,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Amazon,31-10-2025,2.65,9.37,Exponential Smoothing,9.37,31-05-2024,
21351,Bhiwandi,Myntra,31-05-2024,0,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,30-06-2024,0,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-07-2024,0,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-08-2024,0.61,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,30-09-2024,2.95,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-10-2024,3.34,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,30-11-2024,0.22,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-12-2024,0,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-01-2025,0,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,28-02-2025,0.61,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-03-2025,0,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,30-04-2025,3.34,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-05-2025,4.26,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,30-06-2025,5.17,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-07-2025,4.41,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-08-2025,3.49,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,30-09-2025,2.58,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Bhiwandi,Myntra,31-10-2025,2.43,5.58,Exponential Smoothing,5.58,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-05-2024,0,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,30-06-2024,0,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-07-2024,0,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-08-2024,0.28,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,30-09-2024,2.08,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-10-2024,2.08,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,30-11-2024,0.64,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-12-2024,0,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-01-2025,0,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,28-02-2025,1.72,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-03-2025,0,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,30-04-2025,2.08,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-05-2025,2.59,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,30-06-2025,3.23,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-07-2025,2.72,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-08-2025,2.33,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,30-09-2025,1.69,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Bangalore,Myntra,31-10-2025,1.69,4.39,Exponential Smoothing,4.39,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-05-2024,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,30-06-2024,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-07-2024,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-08-2024,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,30-09-2024,0.81,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-10-2024,0.81,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,30-11-2024,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-12-2024,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-01-2025,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,28-02-2025,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-03-2025,0,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,30-04-2025,1.22,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-05-2025,1.71,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,30-06-2025,2.21,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-07-2025,1.71,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-08-2025,1.55,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,30-09-2025,0.89,1.56,Exponential Smoothing,1.56,31-05-2024,
21351,Myntra SJIT - Mumbai,Myntra,31-10-2025,0.89,1.56,Exponential Smoothing,1.56,31-05-2024,
21560,Amazon FBA,Amazon,31-05-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,30-06-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,31-07-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,31-08-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,30-09-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,31-10-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,30-11-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,31-12-2024,0,0,Sarima,0,31-05-2024,
21560,Amazon FBA,Amazon,31-01-2025,0.14,0,Sarima,0.14,31-05-2024,
21560,Amazon FBA,Amazon,28-02-2025,0.14,0,Sarima,0.14,31-05-2024,
21560,Amazon FBA,Amazon,31-03-2025,0.14,0,Sarima,0.14,31-05-2024,
21560,Amazon FBA,Amazon,30-04-2025,0.14,0,Sarima,0.14,31-05-2024,
21560,Amazon FBA,Amazon,31-05-2025,0.15,0,Sarima,0.15,31-05-2024,
21560,Amazon FBA,Amazon,30-06-2025,0.14,0,Sarima,0.14,31-05-2024,
21560,Amazon FBA,Amazon,31-07-2025,0.14,0,Sarima,0.14,31-05-2024,
21560,Amazon FBA,Amazon,31-08-2025,0.14,0,Sarima,0.14,31-05-2024,
21560,Amazon FBA,Amazon,30-09-2025,0.15,0,Sarima,0.15,31-05-2024,
21560,Amazon FBA,Amazon,31-10-2025,0.15,0,Sarima,0.15,31-05-2024,
21560,Aramax Bangalore,Amazon,31-05-2024,0.88,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,30-06-2024,1,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-07-2024,1,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-08-2024,1,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,30-09-2024,0.94,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-10-2024,0.94,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,30-11-2024,0.88,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-12-2024,0.88,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-01-2025,1.12,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,28-02-2025,1.06,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-03-2025,1.12,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,30-04-2025,1.06,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-05-2025,1.07,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,30-06-2025,1.06,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-07-2025,1.06,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-08-2025,1.06,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,30-09-2025,1.06,1,Exponential Smoothing,1,31-05-2024,
21560,Aramax Bangalore,Amazon,31-10-2025,1.06,1,Exponential Smoothing,1,31-05-2024,
21560,Bhiwandi,Amazon,31-05-2024,3.92,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,30-06-2024,4.04,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,31-07-2024,4.08,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,31-08-2024,4.08,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,30-09-2024,4.04,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,31-10-2024,4,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,30-11-2024,4,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,31-12-2024,3.96,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,31-01-2025,4.16,4,Exponential Smoothing,4,31-05-2024,
21560,Bhiwandi,Amazon,28-02-2025,4.16,4,Exponential Smoothing,4,31-05-2024,
